Academic Score,Stream,Technical Skill,Soft Skill,Personality,Interest,Work Style,Career Domain
84.72,Science,Maths,Creative,Ambivert,Physics,Hybrid,Research Associate
89.58,MBA,SQL,Analytical,Ambivert,Consulting,Remote,Business Consultant
74.19,Journalism,Graphics Design,Leadership,Extrovert,PR,Remote,PR Specialist
77.21,MBA,Excel,Leadership,Extrovert,Marketing,Office,Marketing Manager
97.24,Sports,Analytics,Problem Solving,Introvert,Sports Science,Hybrid,Sports Scientist
56.07,Commerce,Excel,Problem Solving,Extrovert,Audit,Office,Auditor
75.79,Engineering,Python,Problem Solving,Introvert,MLOps,Hybrid,MLOps Engineer
79.48,Science,Power BI,Analytical,Ambivert,Analytics,Office,Research Analyst
69.48,Journalism,Web Dev,Leadership,Extrovert,News,Office,Editor
94.29,Science,Maths,Creative,Ambivert,Physics,Remote,Research Associate
97.09,Engineering,Python,Problem Solving,Introvert,MLOps,Hybrid,MLOps Engineer
59.4,Sports,Excel,Leadership,Extrovert,Event Management,Remote,Sports Event Manager
95.19,MBA,SQL,Analytical,Introvert,Consulting,Hybrid,Business Consultant
86.14,Science,Power BI,Analytical,Extrovert,Analytics,Remote,Research Analyst
65.35,Journalism,Graphics Design,Leadership,Extrovert,PR,Hybrid,PR Specialist
96.96,Sports,Excel,Team Work,Ambivert,Fitness,Hybrid,Fitness Manager
93.66,Commerce,Power BI,Analytical,Introvert,Business Intelligence,Office,BI Consultant
76.32,Commerce,Tally,Communication,Ambivert,Taxation,Hybrid,Tax Consultant
88.74,Engineering,Python,Analytical,Introvert,AI,Remote,Prompt Engineer
75.03,Journalism,Web Dev,Communication,Introvert,Broadcasting,Office,Broadcast Journalist
59.11,Engineering,SQL,Team Work,Ambivert,Database,Office,Database Administrator
84.58,Sports,Analytics,Communication,Ambivert,Performance,Remote,Performance Analyst
62.06,MBA,SQL,Leadership,Extrovert,Enterprise Strategy,Office,Strategy Manager
88.41,Science,Python,Problem Solving,Introvert,ML,Office,AI Researcher
76.8,MBA,SQL,Analytical,Ambivert,Product,Remote,Product Manager
88.26,Science,Maths,Problem Solving,Introvert,Actuarial Science,Hybrid,Actuary
68.93,Journalism,Graphics Design,Creative,Extrovert,Advertising,Office,Copywriter
58.89,Sports,Analytics,Problem Solving,Introvert,Sports Science,Remote,Sports Scientist
72.98,Engineering,Python,Leadership,Extrovert,Automation,Office,Automation Engineer
73.88,Commerce,Power BI,Leadership,Extrovert,Finance,Remote,Finance Manager
78.77,Engineering,Web Dev,Creative,Extrovert,Design,Remote,Frontend Developer
99.16,Commerce,Power BI,Creative,Extrovert,Marketing Analytics,Hybrid,Marketing Analyst
66.99,Engineering,Python,Analytical,Ambivert,AI,Remote,Data Scientist
59.83,Engineering,SQL,Analytical,Ambivert,Business Analytics,Hybrid,BI Analyst
83.9,Sports,Communication,Creative,Ambivert,Commentary,Hybrid,Sports Broadcaster
86.35,MBA,Excel,Leadership,Extrovert,HR,Hybrid,HR Manager
75.81,Commerce,SQL,Analytical,Ambivert,FinTech,Remote,FinTech Analyst
51.56,Journalism,Communication Tools,Communication,Introvert,Media,Hybrid,Journalist
80.81,MBA,Power BI,Leadership,Ambivert,Growth Marketing,Remote,Growth Manager
74.89,Sports,Excel,Leadership,Extrovert,Event Management,Remote,Sports Event Manager
89.23,Engineering,Networking,Communication,Introvert,Infrastructure,Office,System Engineer
66.03,Arts,Web Dev,Creative,Extrovert,Creative Tech,Hybrid,Creative Technologist
60.93,Journalism,Graphics Design,Leadership,Ambivert,PR,Office,PR Specialist
50.17,Sports,Excel,Leadership,Extrovert,Sports,Remote,Sports Manager
87.8,Journalism,Web Dev,Communication,Extrovert,Digital Media,Office,Digital Journalist
53.55,Engineering,SQL,Analytical,Introvert,Data Science,Office,Data Analyst
51.47,Engineering,Networking,Leadership,Introvert,Cloud Security,Office,Cloud Security Engineer
94.78,Engineering,Python,Analytical,Extrovert,AI,Remote,Prompt Engineer
98.86,MBA,Power BI,Analytical,Introvert,Business Intelligence,Office,BI Manager
99.98,Science,Python,Leadership,Ambivert,Research,Hybrid,Lab Manager
52.55,MBA,Excel,Leadership,Extrovert,HR,Remote,HR Manager
75.43,Science,Python,Analytical,Introvert,Bioinformatics,Office,Bioinformatics Analyst
55.14,Engineering,Python,Analytical,Extrovert,Cloud,Office,Cloud Engineer
51.41,MBA,SQL,Leadership,Ambivert,Business Analytics,Remote,Strategy Consultant
99.39,MBA,Power BI,Leadership,Extrovert,Operations,Hybrid,Operations Manager
64.07,Engineering,Web Dev,Communication,Ambivert,Web Apps,Remote,Full Stack Developer
87.91,MBA,Power BI,Analytical,Extrovert,Business Intelligence,Hybrid,BI Manager
98.29,Commerce,Tally,Communication,Introvert,Taxation,Remote,Tax Consultant
73.47,Arts,Web Dev,Communication,Ambivert,Media,Office,Media Designer
74.51,Sports,Analytics,Analytical,Introvert,Sports Analytics,Remote,Sports Analyst
58.31,Engineering,SQL,Analytical,Ambivert,Business Analytics,Hybrid,BI Analyst
65.94,Commerce,Power BI,Communication,Ambivert,Analytics,Office,Business Analyst
93.73,Science,Maths,Analytical,Extrovert,Econometrics,Remote,Quant Analyst
81.8,Science,Power BI,Analytical,Extrovert,Analytics,Remote,Research Analyst
86.97,Journalism,Graphics Design,Creative,Introvert,Marketing,Hybrid,Media Specialist
93.43,Science,Python,Analytical,Extrovert,Bioinformatics,Hybrid,Bioinformatics Analyst
62.98,Commerce,Power BI,Creative,Introvert,Marketing Analytics,Office,Marketing Analyst
81.38,Science,Python,Analytical,Introvert,Bioinformatics,Hybrid,Bioinformatics Analyst
68.04,Engineering,Web Dev,Analytical,Introvert,Architecture,Remote,Backend Developer
61.59,Arts,Web Dev,Creative,Introvert,Creative Tech,Office,Creative Technologist
80.68,Arts,UI/UX,Problem Solving,Extrovert,Product Design,Hybrid,Product Designer
81.82,Commerce,Power BI,Creative,Extrovert,Marketing Analytics,Remote,Marketing Analyst
57.25,Engineering,C++,Analytical,Extrovert,Embedded Systems,Office,Embedded Engineer
54.19,Journalism,Graphics Design,Creative,Extrovert,Advertising,Hybrid,Creative Director
71.72,Journalism,Web Dev,Leadership,Ambivert,News,Remote,Editor
67.22,Science,Python,Leadership,Introvert,Research,Remote,Lab Manager
55.96,Sports,Communication,Leadership,Ambivert,Coaching,Hybrid,Coach
56.83,MBA,SQL,Leadership,Extrovert,Enterprise Strategy,Office,Strategy Manager
80.76,Science,Maths,Analytical,Ambivert,Econometrics,Hybrid,Quant Analyst
74.53,MBA,Excel,Problem Solving,Ambivert,Supply Chain,Office,Supply Chain Manager
52.04,Arts,UI/UX,Problem Solving,Introvert,Product Design,Remote,Product Designer
75.95,Arts,Web Dev,Creative,Ambivert,Creative Tech,Office,Creative Technologist
50.33,Sports,Excel,Leadership,Ambivert,Sports Marketing,Hybrid,Sports Marketing Manager
75.22,Science,Python,Problem Solving,Ambivert,ML,Remote,AI Researcher
75.56,Sports,Analytics,Problem Solving,Introvert,Sports Science,Office,Sports Scientist
61.73,Arts,UI/UX,Problem Solving,Extrovert,Product Design,Hybrid,Product Designer
63.8,Science,Python,Analytical,Introvert,Quantum Computing,Hybrid,Quantum Researcher
53.46,Science,Maths,Analytical,Ambivert,Statistics,Office,Statistician
97.53,Arts,Graphics Design,Creative,Introvert,Illustration,Hybrid,Illustrator
97,Journalism,Web Dev,Leadership,Extrovert,News,Office,Editor
65.23,Engineering,Networking,Team Work,Ambivert,Networking,Office,Network Engineer
57.04,Engineering,C++,Problem Solving,Ambivert,Robotics,Remote,Robotics Engineer
89.31,MBA,Excel,Leadership,Extrovert,HR,Hybrid,HR Manager
83.35,Engineering,Python,Analytical,Extrovert,AI,Remote,Data Scientist
71.03,Sports,Analytics,Problem Solving,Ambivert,Sports Science,Hybrid,Sports Scientist
93.52,Engineering,Python,Creative,Introvert,Computer Vision,Remote,CV Engineer
61.2,Engineering,Web Dev,Communication,Introvert,Web Apps,Hybrid,Full Stack Developer
63.63,Commerce,Power BI,Creative,Introvert,Marketing Analytics,Hybrid,Marketing Analyst
55.57,MBA,SQL,Leadership,Extrovert,Enterprise Strategy,Office,Strategy Manager
81.08,Sports,Excel,Leadership,Introvert,Event Management,Remote,Sports Event Manager
87.46,Journalism,UI/UX,Creative,Extrovert,Storytelling,Remote,Content Creator
51.77,Journalism,Graphics Design,Leadership,Introvert,PR,Hybrid,PR Specialist
61.65,Science,Python,Analytical,Extrovert,Quantum Computing,Hybrid,Quantum Researcher
53.68,Commerce,Excel,Analytical,Extrovert,Finance,Remote,Financial Analyst
61.86,Engineering,Python,Analytical,Introvert,Automation,Office,RPA Developer
75.55,Engineering,Python,Creative,Introvert,Generative AI,Hybrid,GenAI Specialist
64.45,MBA,SQL,Leadership,Introvert,Business Analytics,Hybrid,Strategy Consultant
54.58,Engineering,Web Dev,Creative,Extrovert,Design,Hybrid,Frontend Developer
77.32,MBA,SQL,Analytical,Ambivert,Consulting,Office,Business Consultant
73.34,Engineering,Python,Leadership,Ambivert,Automation,Office,Automation Engineer
74.43,Commerce,Tally,Team Work,Extrovert,Accounting,Office,Accountant
62.4,Commerce,Power BI,Communication,Ambivert,Analytics,Office,Business Analyst
91.15,Journalism,UI/UX,Creative,Extrovert,Storytelling,Office,Content Creator
80.11,Science,Python,Problem Solving,Extrovert,ML,Hybrid,AI Researcher
65.54,Engineering,SQL,Analytical,Ambivert,Big Data,Office,Data Engineer
78.23,Commerce,Excel,Leadership,Extrovert,Investment,Office,Investment Analyst
87.89,Journalism,Web Dev,Communication,Extrovert,Social Media,Remote,Social Media Manager
58.83,Engineering,SQL,Analytical,Introvert,Business Analytics,Remote,BI Analyst
94.82,Arts,UI/UX,Creative,Ambivert,Design,Remote,UI UX Designer
86.28,Science,Python,Leadership,Introvert,Research,Remote,Lab Manager
56.36,MBA,Excel,Leadership,Extrovert,HR,Hybrid,HR Manager
97.81,Engineering,Python,Creative,Introvert,Computer Vision,Office,CV Engineer
80.28,Engineering,Python,Analytical,Ambivert,Automation,Office,RPA Developer
94.33,Science,Python,Problem Solving,Introvert,ML,Remote,AI Researcher
97.17,Science,Python,Analytical,Introvert,Bioinformatics,Office,Bioinformatics Analyst
50.07,Science,Excel,Communication,Extrovert,Teaching,Hybrid,Science Teacher
63.85,Commerce,Power BI,Communication,Extrovert,Analytics,Office,Business Analyst
67.7,Engineering,Web Dev,Analytical,Introvert,Architecture,Remote,Backend Developer
74.77,Sports,Excel,Team Work,Introvert,Fitness,Hybrid,Fitness Manager
99.84,Science,Python,Problem Solving,Ambivert,ML,Hybrid,AI Researcher
59.09,Engineering,Python,Problem Solving,Introvert,NLP,Remote,NLP Engineer
53.67,Commerce,Tally,Team Work,Extrovert,Accounting,Hybrid,Accountant
98.06,Commerce,Excel,Problem Solving,Ambivert,Audit,Remote,Auditor
85.96,Arts,UI/UX,Creative,Introvert,Accessibility,Hybrid,Accessibility Designer
83.49,Science,Excel,Communication,Ambivert,Teaching,Remote,Science Teacher
58.62,MBA,SQL,Analytical,Extrovert,Consulting,Hybrid,Business Consultant
59.34,MBA,Power BI,Communication,Introvert,Finance,Remote,Finance Manager
55.79,Commerce,SQL,Analytical,Ambivert,FinTech,Hybrid,FinTech Analyst
57.78,Sports,Excel,Team Work,Extrovert,Fitness,Office,Fitness Manager
77.06,MBA,SQL,Analytical,Introvert,Consulting,Hybrid,Business Consultant
82.13,MBA,Power BI,Communication,Ambivert,Finance,Hybrid,Finance Manager
83.61,Engineering,Python,Analytical,Introvert,Automation,Hybrid,RPA Developer
79.79,MBA,SQL,Leadership,Extrovert,Business Analytics,Remote,Strategy Consultant
85.57,Engineering,Networking,Communication,Extrovert,Infrastructure,Remote,System Engineer
98.32,Engineering,Web Dev,Communication,Introvert,Web Apps,Hybrid,Full Stack Developer
57.39,Engineering,Web Dev,Analytical,Ambivert,Architecture,Office,Backend Developer
87.5,Commerce,Tally,Communication,Ambivert,Taxation,Remote,Tax Consultant
70.46,Engineering,Python,Problem Solving,Introvert,ML,Hybrid,ML Engineer
97.7,Engineering,Python,Problem Solving,Introvert,ML,Hybrid,ML Engineer
86.64,Journalism,Graphics Design,Creative,Introvert,Advertising,Hybrid,Copywriter
88.32,Engineering,Python,Leadership,Introvert,Automation,Office,Automation Engineer
77.38,Arts,Web Dev,Creative,Extrovert,Creative Tech,Hybrid,Creative Technologist
98.33,MBA,SQL,Leadership,Extrovert,Enterprise Strategy,Remote,Strategy Manager
76.48,Arts,UI/UX,Creative,Introvert,Accessibility,Hybrid,Accessibility Designer
58.27,Engineering,Python,Problem Solving,Extrovert,DevOps,Office,DevOps Engineer
85.38,Journalism,UI/UX,Creative,Ambivert,Storytelling,Office,Content Creator
72.43,Engineering,C++,Problem Solving,Introvert,Robotics,Hybrid,Robotics Engineer
66.92,Engineering,SQL,Analytical,Ambivert,Business Analytics,Hybrid,BI Analyst
64.86,Engineering,Python,Analytical,Introvert,Cloud,Remote,Cloud Engineer
81.41,Engineering,C++,Problem Solving,Extrovert,Automotive,Remote,Automotive Engineer
88.16,Journalism,Graphics Design,Creative,Extrovert,Advertising,Remote,Copywriter
80.5,Arts,UI/UX,Analytical,Introvert,User Research,Hybrid,UX Researcher
74.16,Engineering,Networking,Leadership,Ambivert,Cloud Security,Office,Cloud Security Engineer
57.32,Engineering,Python,Analytical,Introvert,AI,Hybrid,Prompt Engineer
86.68,Journalism,Web Dev,Communication,Introvert,Social Media,Office,Social Media Manager
92.21,Sports,Excel,Leadership,Extrovert,Event Management,Remote,Sports Event Manager
82.77,Science,Maths,Analytical,Ambivert,Statistics,Office,Statistician
54.86,Science,Excel,Communication,Ambivert,Teaching,Hybrid,Science Teacher
88.65,Sports,Analytics,Analytical,Ambivert,Sports Analytics,Remote,Sports Analyst
76.16,Engineering,C++,Problem Solving,Extrovert,Automotive,Remote,Automotive Engineer
54.42,MBA,SQL,Analytical,Extrovert,Consulting,Office,Business Consultant
98.59,Sports,Excel,Leadership,Extrovert,Event Management,Office,Sports Event Manager
91.31,Science,Excel,Communication,Introvert,Teaching,Hybrid,Science Teacher
69.44,Engineering,Networking,Analytical,Extrovert,Telecom,Hybrid,Telecom Engineer
83.04,MBA,Excel,Communication,Introvert,Sales,Office,Sales Manager
66.02,Arts,UI/UX,Creative,Ambivert,Accessibility,Remote,Accessibility Designer
50.77,Engineering,Python,Creative,Ambivert,Computer Vision,Remote,CV Engineer
67.43,Engineering,Web Dev,Creative,Extrovert,Design,Hybrid,Frontend Developer
51.97,Sports,Excel,Team Work,Extrovert,Fitness,Office,Fitness Manager
85.52,Journalism,Communication Tools,Communication,Introvert,Media,Hybrid,Journalist
65.37,Journalism,Communication Tools,Communication,Introvert,Media,Hybrid,Journalist
70.83,Science,Maths,Problem Solving,Ambivert,Actuarial Science,Hybrid,Actuary
56.45,Engineering,Networking,Team Work,Ambivert,Networking,Office,Network Engineer
59.59,Sports,Analytics,Problem Solving,Introvert,Sports Science,Office,Sports Scientist
61.49,Arts,Graphics Design,Creative,Introvert,Gaming,Remote,Game Artist
72.3,Journalism,Graphics Design,Creative,Extrovert,Advertising,Hybrid,Creative Director
55.74,Engineering,SQL,Analytical,Ambivert,Big Data,Hybrid,Data Engineer
95.36,Engineering,Python,Problem Solving,Introvert,ML,Remote,ML Engineer
72.53,Engineering,C++,Analytical,Introvert,Embedded Systems,Remote,Embedded Engineer
99.75,Engineering,Python,Analytical,Ambivert,AI,Remote,Prompt Engineer
97.79,Engineering,Python,Problem Solving,Extrovert,ML,Remote,ML Engineer
74.07,Journalism,UI/UX,Communication,Extrovert,Publishing,Office,Content Strategist
74.55,Commerce,Excel,Analytical,Extrovert,Finance,Hybrid,Financial Analyst
89.57,Engineering,Python,Analytical,Introvert,Automation,Hybrid,RPA Developer
56.75,Science,Maths,Analytical,Introvert,Statistics,Hybrid,Statistician
80.95,Commerce,Power BI,Communication,Introvert,Analytics,Hybrid,Business Analyst
74.25,Journalism,Web Dev,Communication,Ambivert,SEO,Hybrid,SEO Specialist
60.26,Journalism,Web Dev,Leadership,Introvert,News,Remote,Editor
75.64,MBA,SQL,Analytical,Introvert,Product,Hybrid,Product Manager
98.41,Commerce,Tally,Communication,Extrovert,Taxation,Remote,Tax Consultant
67.77,MBA,SQL,Analytical,Extrovert,Product,Remote,Product Manager
58.15,Engineering,Python,Problem Solving,Ambivert,NLP,Office,NLP Engineer
98.61,Engineering,SQL,Analytical,Ambivert,Business Analytics,Remote,BI Analyst
76.96,Engineering,Python,Analytical,Extrovert,AI,Hybrid,Data Scientist
91.64,Journalism,Communication Tools,Communication,Ambivert,Media,Remote,Journalist
63.79,Engineering,Python,Analytical,Ambivert,AI,Remote,Prompt Engineer
80.97,Engineering,Python,Analytical,Ambivert,Automation,Hybrid,RPA Developer
85.14,Arts,Web Dev,Communication,Extrovert,Media,Remote,Media Designer
75.32,MBA,Power BI,Communication,Extrovert,Finance,Remote,Finance Manager
74.9,MBA,SQL,Analytical,Ambivert,Consulting,Hybrid,Business Consultant
86.69,Journalism,Web Dev,Communication,Extrovert,Broadcasting,Office,Broadcast Journalist
67.5,MBA,Excel,Problem Solving,Ambivert,Supply Chain,Hybrid,Supply Chain Manager
52.2,Engineering,C++,Problem Solving,Ambivert,Robotics,Hybrid,Robotics Engineer
78.62,MBA,Excel,Communication,Introvert,Sales,Hybrid,Sales Manager
67.57,Commerce,Power BI,Communication,Ambivert,Analytics,Office,Business Analyst
63.14,MBA,Power BI,Leadership,Ambivert,Operations,Hybrid,Operations Manager
86.21,MBA,Power BI,Leadership,Ambivert,Operations,Office,Operations Manager
71.73,Journalism,Communication Tools,Communication,Introvert,Media,Hybrid,Journalist
81.75,Engineering,Python,Problem Solving,Extrovert,NLP,Hybrid,NLP Engineer
67.83,Engineering,Networking,Team Work,Ambivert,Networking,Office,Network Engineer
83.13,Commerce,Tally,Team Work,Introvert,Accounting,Office,Accountant
72.19,Science,SQL,Analytical,Extrovert,Data Science,Office,Data Analyst
91.35,Journalism,Graphics Design,Creative,Extrovert,Advertising,Hybrid,Creative Director
65.71,Journalism,Web Dev,Leadership,Introvert,News,Remote,Editor
98.02,Engineering,SQL,Team Work,Introvert,Database,Remote,Database Administrator
85.23,Sports,Analytics,Communication,Extrovert,Performance,Office,Performance Analyst
51.16,MBA,Power BI,Leadership,Ambivert,Growth Marketing,Office,Growth Manager
83.77,Science,Python,Analytical,Extrovert,Bioinformatics,Remote,Bioinformatics Analyst
74.39,Journalism,Graphics Design,Leadership,Ambivert,PR,Office,PR Specialist
63.08,Sports,Communication,Leadership,Introvert,Coaching,Hybrid,Coach
80,Engineering,Networking,Leadership,Ambivert,Cyber Security,Remote,Security Engineer
81.54,MBA,SQL,Leadership,Introvert,Enterprise Strategy,Office,Strategy Manager
67.19,Commerce,SQL,Analytical,Extrovert,Banking,Hybrid,Risk Analyst
50.81,Sports,Excel,Leadership,Extrovert,Event Management,Remote,Sports Event Manager
